Report Status,pilot,crew,engine,weather,runway,manufacturer,probable,foreign,factual
The pilot's failure to maintain aircraft control while maneuvering in the traffic pattern.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft control while maneuvering that resulted in collapse of the canopy and an uncontrolled descent into terrain.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain aircraft control while maneuvering with a tailwind, resulting in the helicopter spinning and colliding with terrain.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft control while maneuvering.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft control while maneuvering.  Contributing to the accident was a microburst condition.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft control while maneuvering.  Contributing to the accident were a tailwind condition and the pilot's inadequate in-flight planning/decision.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft control while on final approach with shifting wind conditions.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft control while on final approach.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft control while on ground standing with the engine running during high crosswind conditions which resulted in a static rollover and collision with the ground.,1,0,1,0,0,0,0,0,0
The pilot's failure to maintain aircraft control while operating with a fuel imbalance.  Contributing to the accident was the pilot/owner's decision to fly the airplane outside of the operating limitations.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft control while ridge-soaring in gusty wind conditions.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft control while turning from base leg to final approach.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft control while water taxiing. Contributing to the accident were the pilot's failure to compensate for the wind condition and a tailwind.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain aircraft control, resulting in an inadvertent stall during the landing flare. Contributing factors in this accident was the terrain-induced turbulence, and the instructor's inadequate supervision of the pilot.
",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain aircraft control, which resulted in a collision with terrain during a rejected inadvertent takeoff.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain aircraft control, which resulted in an aerodynamic stall. Contributing to the accident was the pilot's decision to land with a tailwind.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain aircraft control, which resulted in impact with terrain near the runway.",1,0,0,0,1,0,0,0,0
The pilot's failure to maintain aircraft control.,3,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft control.  Contributing factors were the high temperature and tailwind.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft control.  Contributing to the accident was the pilot's failure to maintain adequate airspeed.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft control.  Contributing to the accident was the strong gusty crosswinds.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft control. Contributing to the accident was the pilot's distraction with the canopy during takeoff.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain aircraft pitch control resulting in the airplane impacting the terrain.  Contributing to the accident were the pilot's failure to ensure the canopy was fully locked prior to takeoff and the canopy oscillations in flight.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane and directional control during the landing roll and subsequent go-around in gusting wind conditions.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane attitude control during the landing flare, which resulted in an aerodynamic stall, hard landing, and runway excursion.",1,0,0,0,1,0,0,0,0
"The pilot's failure to maintain airplane control after a total loss of engine power due to carburetor icing, which accumulated because the carburetor heat was not functioning.",1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airplane control after an aborted landing, which resulted in collision with trees. ",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control after an encounter with wake turbulence while maneuvering at low altitude. Contributing to the accident was the pilots fatigue due to extended hours of wakefulness and high workload.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control after an unexplained increase in engine power while taxiing.,1,0,1,0,0,0,0,0,0
The pilot's failure to maintain airplane control after encountering a downdraft on approach to the runway.,1,0,0,0,1,0,0,0,0
The pilot's failure to maintain airplane control after encountering convective shower activity. Contributing to the accident was the pilot's decision to continue flight into an area of known adverse weather.,1,0,0,1,0,0,0,0,0
The pilot's failure to maintain airplane control after engine start.,1,0,1,0,0,0,0,0,0
The pilot's failure to maintain airplane control after experiencing excessive engine cylinder head temperatures during the initial flight test of the experimental amateur-built airplane.,1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airplane control after he shut down the right engine in flight due a loss of oil pressure. Contributing to the accident was the pilot's decision to reposition the unairworthy airplane during twilight after extensive maintenance had been done to the right engine along with a known mechanical deficiency with the landing gear. Contributing to the accident was the mechanic's improper assembly and installation of the right engine's oil filter adapter, which resulted in a loss of oil to that engine.



",1,0,1,0,0,0,0,0,0
The pilot's failure to maintain airplane control after takeoff.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control after the cockpit canopy opened during the takeoff climb. Contributing to the accident was the pilots failure to securely lock the canopy before takeoff.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control after the left cockpit canopy opened during takeoff for reasons that could not be determined due to fire damage.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control and airspeed during final approach, which resulted in an aerodynamic stall/spin at a low altitude.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control and clearance from field corn during takeoff.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control due to spatial disorientation during the initial climb after takeoff in night instrument flight rules conditions.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control due to spatial disorientation while executing a turn to reverse his course in dark night and low-visibility conditions. Contributing to the accident was the pilot's decision to initiate the flight into an area of known low visibility.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control due to the airplanes exceedence of its maximum gross weight and center of gravitys most rearward limit and his lack of familiarity with the airplane make and model, which resulted in an aerodynamic stall and subsequent spin. Contributing to the accident was the pilot's decision to knowingly operate the airplane over the maximum allowable gross weight with reduced longitudinal stability.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during a balked landing and attempted go-around in dark night conditions and without a landing light, which resulted in collision with terrain.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during a go-around in gusting tailwind conditions, which resulted in a collision with trees.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during a go-around that resulted in the airplane exceeding its critical angle of attack and aerodynamically stalling which resulted in a collision with the ground.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during a go-around. Contributing to the accident was the pilots decision to take off after perceiving a rudder issue during taxi operations.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during a low-level maneuver, which resulted in an aerodynamic stall.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during a missed approach in instrument meteorological conditions. Contributing to the accident was the pilot's overreliance on the autopilot system and his inability to hand-fly the airplane once the autopilot was disconnected.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during a precautionary landing on an uneven, soft surface.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during a simulated single-engine go-around, which resulted in a collision with terrain.",1,0,1,0,0,0,0,0,0
The pilot's failure to maintain airplane control during a single-engine approach and his failure to fly an appropriate traffic pattern for a single-engine landing. Contributing to the accident was a total loss of engine power on the right engine due to a fatigue failure of the right engine cam gear.,1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during a steep turn to final approach, which resulted in an inadvertent aerodynamic stall.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during a water takeoff after an encounter with the wake from a boat. ,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during an aborted landing, and the flight instructors delayed remedial action. Contributing to the accident were the pilots improper landing flare, which resulted in a bounced landing, and his premature flap retraction while performing a go-around maneuver.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during an attempted go-around in dark night conditions.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during an attempted go-around in gusting crosswind conditions, which resulted in an exceedance of the airplane's critical angle of attack and a subsequent aerodynamic stall.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during an attempted go-around.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during an attempted return to the airport following the separation of the spinner bulkhead during takeoff as a result of fatigue cracking.  Contributing to the accident was the pilot's improper decision to fly an unairworthy airplane.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during an en route climb near convective activity, which resulted in an aerodynamic stall, an uncontrolled descent, and a subsequent in-flight breakup due to an exceedance of the airplane's design load limitations.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during an off-airport forced landing following a total loss of engine power for reasons that could not be determined during postaccident examination of the engine. Contributing to the accident was the pilots'   decision to conduct the flight with known mechanical deficiencies.,1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during approach for landing in gusting crosswind conditions, which resulted in an exceedance of the airplane's critical angle of attack and a subsequent aerodynamic stall.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during approach to landing, which resulted in an inadvertent stall and subsequent spin.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during descent while operating in instrument meteorological conditions.  
",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during final approach with known turbulence present.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during final approach.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during initial climb. Contributing to the accident was the pilot's impairment due to alcohol.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during landing and during the subsequent aborted landing attempt in crosswind conditions.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during landing in gusting crosswind conditions, which resulted in a hard landing and landing gear collapse. ",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during landing in gusting crosswind conditions, which resulted in the wing striking the ground.

",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during landing in gusting wind condition which resulted in a collision with terrain.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during landing in gusting wind conditions, and the airplanes subsequent collision with a fence during the go-around attempt.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during landing in gusting wind conditions, and the flight instructor's delayed remedial action, which resulted in the left wing striking the runway.",1,0,0,0,1,0,0,0,0
"The pilot's failure to maintain airplane control during landing in gusting wind conditions.
",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during landing in turbulent conditions. ,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during landing resulting in a nose over.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during landing with a crosswind and excessive braking action, which resulted in the airplane nosing over. ",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during landing with a crosswind and the use of excessive braking application, which resulted in a nose over.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during landing with a gusting quartering tailwind.
",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during landing.,3,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during low-altitude maneuvering after encountering an updraft.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during low-level maneuvering flight. Contributing to the pilots death was the lack of a timely emergency rescue response due to the lack of effective emergency signal transmissions from both the airplanes emergency locator transmitter and the personal locator device, which were both ejected from the wreckage.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during takeoff and the flight instructor's inadequate supervision, which resulted in a runway excursion.",1,0,0,0,1,0,0,0,0
"The pilot's failure to maintain airplane control during takeoff from a soft airstrip that resulted in a collision with objects. 

",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during takeoff from an unimproved airstrip, which resulted in a nose-over. ",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during takeoff in crosswind conditions.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during takeoff in high density altitude conditions, which resulted in a collision with terrain. Contributing to the accident was the pilot's failure to accomplish performance calculations for the atmospheric conditions. 
",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during takeoff roll, which resulted in a nose over.
",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during takeoff, which resulted in the airplane exceeding its critical angle of attack and an aerodynamic stall/spin. Contributing to the accident was the pilot's impairment due to his combined use of central nervous system depressant medications and the illicit drug marijuana, which degraded his ability to maintain control of the airplane.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during takeoff.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during takeoff/initial climb due to his inexperience in the airplane make and model and his refusal to obtain training in the airplane.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during taxi in gusting wind conditions.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during the aborted takeoff, which resulted in it becoming  airborne momentarily and then over running the runway.",1,0,0,0,1,0,0,0,0
The pilot's failure to maintain airplane control during the aborted takeoff.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during the aerobatic flight, which resulted in the airplane exceeding its critical angle of attack and entering an accelerated stall at a low altitude.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during the approach and his delayed decision to go around.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during the approach to land.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during the approach, which resulted in the airplane ballooning and then veering left upon landing and the right wing impacting the runway.",1,0,0,0,1,0,0,0,0
"The pilot's failure to maintain airplane control during the final approach to the runway in gusting tailwind conditions, which resulted in the airplane exceeding its critical angle of attack and an aerodynamic stall.",1,0,0,0,1,0,0,0,0
"The pilot's failure to maintain airplane control during the initial climb, which resulted in the airplane exceeding its critical angle of attack and an aerodynamic stall/spin.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during the landing and the subsequent aborted landing.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during the landing approach due to his diverted attention to the partially opened main cabin door and the unsecured dog. Contributing to the accident was the pilot's failure to securely latch the main cabin door before takeoff and to secure his dog.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during the landing flare in gusting crosswind conditions, which resulted in the left wing striking the runway.",1,0,0,0,1,0,0,0,0
The pilot's failure to maintain airplane control during the landing flare with a crosswind.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during the landing flare, which resulted in the wing striking the runway. Contributing to the accident was a partial loss of engine power, which resulted from fuel contamination.",1,0,1,0,1,0,0,0,0
"The pilot's failure to maintain airplane control during the landing roll and his excessive use of right brake, which resulted in a noseover.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during the landing roll on a wet airstrip.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during the landing roll out.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control during the landing roll, which resulted in a nose-over.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during the landing sequence.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control during the takeoff roll. Contributing to the accident was the rough condition of the runway.,1,0,0,0,1,0,0,0,0
"The pilot's failure to maintain airplane control during the takeoff, resulting in a runway excursion, and airplane nose over.",1,0,0,0,1,0,0,0,0
The pilot's failure to maintain airplane control during the takeoff.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control following a descent into clouds.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control following a partial loss of engine power during a low-level aerobatic maneuver; the reason for the loss of engine power could not be determined during postaccident examination of the engine. Contributing to the accident was the pilot's exceedance of the airplane's published maximum gross weight and center of gravity limits for the acrobatic category.,1,0,1,0,0,0,0,0,0
The pilot's failure to maintain airplane control following a partial loss of engine power during initial climb. The reason for the partial loss of engine power could not be determined due to extensive postimpact damage.,1,0,1,0,0,0,0,0,0
The pilot's failure to maintain airplane control following a total loss of engine power for reasons that could not be determined based on the available information.,1,0,1,0,0,0,0,0,0
The pilot's failure to maintain airplane control following an aborted landing which resulted in a collision with trees.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control following an emergency, the nature of which could not be determined because of crash and fire damage, which resulted in an aerodynamic stall.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control following an engine problem for reasons that could not be determined because postaccident examination of both engines and the rudder revealed no malfunctions or anomalies that would have precluded normal operation.,1,0,1,0,0,0,0,0,0
The pilot's failure to maintain airplane control for reasons that could not be determined because the wreckage was not recovered.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control on takeoff, which resulted in an inadvertent stall. Contributing to the accident were the unlatched nose cargo door, the pilots diverted attention, and the pilot's mental ability to handle the emergency situation.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control on takeoff, which resulted in his remedial action to induce an aerodynamic stall and the subsequent impact with terrain.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control on the landing roll.  A contributing factor was the variable wind.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control that resulted in a stall/spin following climb from the departure airport.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control upon entering instrument meteorological conditions, which resulted in the airplane exceeding its critical angle of attack and an aerodynamic stall. Contributing to the accident was the pilot's personal pressure to complete the flight despite the weather conditions.",1,0,0,1,0,0,0,0,0
The pilot's failure to maintain airplane control when he exceeded the airplane's critical angle of attack during climb out which resulted in a loss of airspeed and subsequent aerodynamic stall.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control when it encountered a wind gust during climbout.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control when the airplane encountered high gusting wind while conducting low altitude flight in a narrow canyon, which resulted in an inflight collision with terrain.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control when the landing gear unintentionally extended while maneuvering at low altitude and airspeed, which increased the airplanes drag and decreased its ability to climb over the rising terrain.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control while aligning the airplane with the runway for landing, which resulted in the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall. Contributing to the accident was the pilot's distraction during landing due to the effects of an inoperative generator.
",1,0,0,0,1,0,0,0,0
"The pilot's failure to maintain airplane control while attempting to clear a mountain pass in turbulent conditions at a high density altitude, which resulted in the airplane exceeding its critical angle-of-attack and experiencing an aerodynamic stall.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control while intentionally performing maneuvers in an effort to troubleshoot a landing gear malfunction.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control while landing in gusty wind conditions, resulting in a noseover.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control while landing in windy conditions.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control while landing with a left quartering tailwind. Contributing to the accident was the pilot's inability to conduct a go-around because of a loss of engine power due to carburetor icing.,1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airplane control while maneuvering at a low airspeed, which resulted in an aerodynamic stall, and his decision to maneuver at an altitude that did not allow an adequate margin to recover from a stall.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control while maneuvering at a low altitude.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control while maneuvering at low altitude in gusting wind conditions.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control while maneuvering at low altitude, which resulted in the collision with terrain.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control while maneuvering for landing to an unlit runway in dark night conditions.
",1,0,0,0,1,0,0,0,0
"The pilot's failure to maintain airplane control while maneuvering in marginal weather conditions, which resulted in an exceedence of the design stress limits of the airplane and a subsequent in-flight structural failure.",1,0,0,1,0,0,0,0,0
The pilot's failure to maintain airplane control while maneuvering in night instrument meteorological conditions due to spatial disorientation.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control while maneuvering which resulted in the airplane exceeding its critical angle of attack and an accelerated stall.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control while maneuvering, resulting in an aerodynamic stall/spin with insufficient altitude to recover.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control while maneuvering, which resulted in a collision with mountainous terrain. 

 
",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control while maneuvering.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control while on approach for landing in gusting wind conditions.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control while on final approach as he was executing a turn to provide spacing between his airplane and an airplane on the runway.,1,0,0,0,1,0,0,0,0
"The pilot's failure to maintain airplane control while on short final after experiencing a downdraft, which resulted in a subsequent hard landing.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control while operating in instrument flight rules (IFR) conditions, which was due to spatial disorientation  resulting from erroneous heading and bank angle information shown on the primary flight display. Contributing to the accident were the pilot's impairment due to diphenhydramine and his improper decision to operate in IFR conditions with the airplane over gross weight and at an aft center of gravity. 

 
",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control while operating in night, instrument meteorological conditions, due to spatial disorientation.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control while starting the engine.,1,0,1,0,0,0,0,0,0
The pilot's failure to maintain airplane control while taxiing in gusting wind conditions.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control while taxiing in unfavorable wind conditions.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control while taxing in gusty wind conditions.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane control while turning from base to final leg in the traffic pattern.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control, his inadequate quartering tailwind correction during takeoff, and his decision to continue the takeoff to the south with insufficient road length remaining.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control, resulting in a hard landing.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control, which resulted in a collision with terrain. Contributing to the accident was the pilot's impairment resulting from the combination of his progressive degenerative neurologic condition and his use of alcohol.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control, which resulted in a stall and subsequent collision with power lines.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control, which resulted in an aerodynamic stall/spin.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane control, which resulted in the airplane exceeding its critical angle of attack, an aerodynamic stall, and subsequent flat spin into terrain.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane directional control during a gusty crosswind landing.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airplane directional control during the landing roll due to his diverted attention.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airplane pitch, power, and turn coordination while maneuvering at low altitude, resulting in an aerodynamic stall and a collision with terrain.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airspeed above stall (Vs) during an emergency landing that lead to a stall and uncontrolled descent. Contributing to the accident was the loss of engine power for undetermined reasons.,1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed after a total loss of engine power at takeoff, which resulted in a hard landing. Also causal was the pilot/owner/builder's improper installation of the magnetos which resulted in the engine power loss.",1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed after takeoff, which resulted in an exceedance of the airplane's critical angle of attack and a subsequent aerodynamic stall/spin at low altitude. Contributing to the accident was the airplane's reduced climb performance due to a carbon-fouled engine cylinder, the airplane's lack of wheel pants and fairings, and the high density altitude conditions. 
",1,0,1,0,0,0,0,0,0
The pilot's failure to maintain airspeed and aircraft control following a loss of engine power after takeoff.,1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed and aircraft control, resulting in an aerodynamic stall.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airspeed and airplane control while maneuvering in low visibility and icing conditions.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airspeed and compensate for wind conditions during final approach.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed and her exceedance of the airplane's critical angle-of-attack, which led to an aerodynamic stall, following a total loss of engine power for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.",1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed and his exceedance of the airplane's critical angle of attack during a banner drop and pickup, which resulted in an aerodynamic stall and a subsequent loss of control. ",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed and his exceedance of the airplane's critical angle of attack, which resulted in an aerodynamic stall while maneuvering.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed and his exceedance of the wing's critical angle of attack, which resulted in an aerodynamic stall and subsequent collision with terrain.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airspeed and inadvertent stall after takeoff.,1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed and the airplane's exceedance of its critical angle of attack, which resulted in an aerodynamic stall and spin at a low altitude.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed control during the landing in gusty wind conditions, resulting in an abnormal runway contact, and collision with terrain.",1,0,0,0,1,0,0,0,0
"The pilot's failure to maintain airspeed during a climbing turn after takeoff and his exceedance of the airplane's critical angle of attack, which resulted in an aerodynamic stall/spin at an altitude too low for recovery. Contributing to the accident was the pilot's decision to operate the airplane with an inoperative airspeed indicator.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airspeed during a forced landing. Contributing to the accident was the loss of engine power due to fuel starvation resulting from the pilot's inadequate preflight inspection.,1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during a low altitude,over water aerobatic maneuver, which resulted in an aggravated stall/spin. Contributing to the accident were the pilot's loss of situational awareness and his decision to perform aerobatics at a low altitude.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during a near-vertical climb after takeoff, which resulted in an aerodynamic stall and subsequent collision with terrain.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during a sharp turn at low altitude, which resulted in an aerodynamic stall.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during a steep turn after takeoff, resulting in an exceedance of the airplane's critical angle of attack and a subsequent accelerated stall at an altitude too low for recovery.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during a visual approach for landing, which resulted in an exceedance of the airplane's critical angle of attack and a subsequent aerodynamic stall at an altitude too low for recovery.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during an approach in gusty crosswind conditions, which resulted in an inadvertent aerodynamic stall.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during an attempt to return to the runway immediately after takeoff, which resulted in an aerodynamic stall. Contributing to the accident was foreign debris in the right-hand carburetor bowl, which precipitated a loss of engine power.",1,0,1,0,1,0,0,1,0
The pilot's failure to maintain airspeed during an emergency descent resulting in an inadvertent stall/mush. Contributing to the accident was the pilot's failure to turn on the fuel tank valve resulting in fuel starvation and the loss of engine power.,1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during approach in variable wind, which resulted in the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during approach to landing, which resulted in a hard landing.",1,0,0,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during final approach, resulting in an inadvertent stall. Contributing to the accident was the pilot's lack of total flight experience.",1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airspeed during initial climb which led to an aerodynamic stall.,1,0,0,0,0,0,0,0,0
The pilot's failure to maintain airspeed during initial climb which resulted in a stall/spin. Contributing to the accident was the degraded engine performance.,1,0,1,0,0,0,0,0,0
"The pilot's failure to maintain airspeed during initial climb, which resulted in a stall/spin and impact with the ground.",1,0,0,0,0,0,0,0,0
